"_1DNjI href","_3vnjf src","_2Ks63","YBbhy","_2poNJ","_2VQu4","_2jcGx","_2cbZ2 href"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-250-sq-ft-in-sector-61-mohali-iid-1848474198","₹ 18,000","1 BHK - 1 Bathroom - 250 sqft","2 rooms set available semifurnished","Sector 61, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sector-70-mohali-iid-1848156661","₹ 15,000","1 BHK - 1 Bathroom - 500 sqft","1RK FULLY FURNISHED (near jublie walk sec 70)","Sector 70, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-0-sq-ft-in-phase-1-mohali-iid-1847800258","₹ 1,800","2 BHK - 2 Bathroom - 0 sqft","only 4  girls or family owner free 2bhk flat for rent fully furnished","Phase 1, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-57575-sq-ft-in-sector-60-phase-3b2-mohali-iid-1847512448","₹ 17,000","2 BHK - 2 Bathroom - 57575 sqft","2 bedroom drawing room kitchen 2 bath for family phase 3b1 mohali","Sector 60 Phase 3B2, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-84484-sq-ft-in-sector-56-mohali-iid-1847557828","₹ 14,000","1 BHK - 1 Bathroom - 84484 sqft","1 bedroom  kitchen bath for singel person phase 6 mohali","Sector 56, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-54544-sq-ft-in-sector-60-phase-3b2-mohali-iid-1847591455","₹ 20,000","3 BHK - 2 Bathroom - 54544 sqft","3 bedroom drawing room modular kitchen 2 bath phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-0-sq-ft-in-sector-69-mohali-iid-1847864123","₹ 13,500","1 BHK - 1 Bathroom - 0 sqft","one room set or 1rk or single room set fully furnished","Sector 69, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1200-sq-ft-in-sector-70-mohali-iid-1848463815","₹ 24,000","2 BHK - 2 Bathroom - 1200 sqft","2bhk fully furnished","Sector 70, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-2500-sq-ft-in-sector-105-mohali-iid-1848460396","₹ 51,500","4 BHK - 4 Bathroom - 2500 sqft","4bhk semi furnished flat available for rent sector 105 emaar","Sector 105, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2250-sq-ft-in-sector-85-mohali-iid-1848460170","₹ 42,000","3 BHK - 3 Bathroom - 2250 sqft","3bhk semi furnished flat available for rent sector 85 wave estate","Sector 85, Mohali","2 days ago"
"","₹ 75,000","3 BHK - 3 Bathroom - 3848 sqft","14 marla 3bhk first floor for rent in chandigarh","Sector 40A, Chandigarh","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1300-sq-ft-in-sector-70-mohali-iid-1830577406","₹ 25,000","2 BHK - 2 Bathroom - 1300 sqft","Two BHKdrawing two bathrooms furnished sector 70","Sector 70, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-56545-sq-ft-in-sector-56-mohali-iid-1846270866","₹ 14,000","1 BHK - 1 Bathroom - 56545 sqft","1 bedroom kitchen bath for singel male /female phase 6 mohali","Sector 56, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-7554-sq-ft-in-sector-56-mohali-iid-1846176777","₹ 14,000","1 BHK - 1 Bathroom - 7554 sqft","1 bedroom kitchen bath for singel male  only phase 6 mohali","Sector 56, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-78845-sq-ft-in-sector-71-mohali-iid-1846071115","₹ 20,000","3 BHK - 2 Bathroom - 78845 sqft","Owner fre 3 BHK 2 bath kitchen for small family sector 71 mohali","Sector 71, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-48844-sq-ft-in-sector-70-mohali-iid-1846069203","₹ 14,000","1 BHK - 1 Bathroom - 48844 sqft","1 Bedroom  kitchen  bath for singel girl/boyphase 3b1 mohali","Sector 70, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1800-sq-ft-in-balongi-mohali-iid-1848450133","₹ 6,000","1 BHK - 1 Bathroom - 1800 sqft","New rooms with all facilities","Balongi, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-2500-sq-ft-in-sector-79-mohali-iid-1848449054","₹ 23,000","2 BHK - 1 Bathroom - 2500 sqft","For Rent 2 BHK house newly constructed,park facing  for family or girl","Sector 79, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-400-sq-ft-in-lakhnaur-mohali-iid-1848448255","₹ 12,000","1 BHK - 1 Bathroom - 400 sqft","Working single Male preferred
One room is available in a preoccupied","Lakhnaur, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-2700-sq-ft-in-sector-89-mohali-iid-1833995512","₹ 35,000","3 BHK - 3 Bathroom - 2700 sqft","3 BHK fully furnished second floor  For rent in sector 89","Sector 89, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1800-sq-ft-in-sector-78-mohali-iid-1826867143","₹ 29,000","2 BHK - 2 Bathroom - 1800 sqft","2 BHK fully furnished ground floor owner free independent House","Sector 78, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-200-sq-ft-in-sector-59-phase-5-mohali-iid-1847716495","₹ 13,999","1 BHK - 1 Bathroom - 200 sqft","Independent Room Without Kitchen","Sector 59 Phase 5, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-0-sq-ft-in-sector-69-mohali-iid-1848443730","₹ 25,000","1 BHK - 1 Bathroom - 0 sqft","1bhk for rent fully furnished 8marla house","Sector 69, Mohali","3 days ago"
"","₹ 10,000","1 BHK - 1 Bathroom - 900 sqft","1BHK available for girls/boys/livin couple","Sector 59 Phase 5, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1200-sq-ft-in-sector-37d-chandigarh-iid-1846143299","₹ 18,000","2 BHK - 1 Bathroom - 1200 sqft","Tolet 2nd floor","Sector 37D, Chandigarh","3 days ago"
"","₹ 10,500","1 BHK - 1 Bathroom - 800 sqft","Unfurnished Flat available ( owner free)","Industrial Area Phase 7, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-0-sq-ft-in-sector-61-mohali-iid-1844245385","₹ 23,000","2 BHK - 2 Bathroom - 0 sqft","2bhk for rent with 2 washroom semi-furnsihed","Sector 61, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-0-sq-ft-in-sector-69-mohali-iid-1844405405","₹ 32,000","3 BHK - 2 Bathroom - 0 sqft","only for family 3bhk for rent furnished","Sector 69, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-520-sq-ft-in-sector-40c-chandigarh-iid-1848260359","₹ 16,000","2 BHK - 1 Bathroom - 520 sqft","Floor Independent Furnished Flat + Roof Sec 40-C Chandigarh","Sector 40C, Chandigarh","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-800-sq-ft-in-sector-70-mohali-iid-1848430896","₹ 15,000","2 BHK - 1 Bathroom - 800 sqft","2bhk independent flat available in mattaur","Sector 70, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1350-sq-ft-in-sector-105-mohali-iid-1846450886","₹ 32,000","2 BHK - 2 Bathroom - 1350 sqft","EMAAR 105 SOCITY FLAT","Sector 105, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-850-sq-ft-in-sector-89-mohali-iid-1846450294","₹ 23,000","2 BHK - 2 Bathroom - 850 sqft","2 BHK AVAILABLE FOR RENT","Sector 89, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1450-sq-ft-in-sector-70-mohali-iid-1846449937","₹ 50,000","3 BHK - 2 Bathroom - 1450 sqft","3 BHK AVAILABLE FOR RENT","Sector 70, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-600-sq-ft-in-sector-119-mohali-iid-1848436376","₹ 8,000","2 BHK - 1 Bathroom - 600 sqft","2 room independent floor","Sector 119, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-450-sq-ft-in-sector-70-mohali-iid-1848435432","₹ 16,000","1 BHK - 1 Bathroom - 450 sqft","Rent/Tolet","Sector 70, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2250-sq-ft-in-sector-85-mohali-iid-1846345739","₹ 45,000","3 BHK - 3 Bathroom - 2250 sqft","Owner free 3bhk furnished flat available for rent sector 85 wave estat","Sector 85, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-flats-apartments-300-sq-ft-in-sector-41a-chandigarh-iid-1848432924","₹ 21,000","1 BHK - 1 Bathroom - 300 sqft","Apartment on rent","Sector 41A, Chandigarh","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-0000-sq-ft-in-sector-54-chandigarh-iid-1847541110","₹ 15,000","1 BHK - 1 Bathroom - 0000 sqft","Semi furnished studio apartment","Sector 54, Chandigarh","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-100-sq-ft-in-landran-mohali-iid-1848430472","₹ 3,500","1 BHK - 1 Bathroom - 100 sqft","Cgc university near","Landran, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-100-sq-ft-in-maloha-chandigarh-iid-1848395609","₹ 6,000","2 BHK - 1 Bathroom - 100 sqft","Gali no 21 village Jujhar nagar Mohali chandigarh","Maloha, Chandigarh","3 days ago"
"","₹ 20,000","1 BHK - 1 Bathroom - 2245 sqft","1 bhk fully furnished","Sector 71, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-950-sq-ft-in-new-chandigarh-chandigarh-iid-1847246140","₹ 15,500","2 BHK - 1 Bathroom - 950 sqft","House Rent in Ecocity-1, Sector 6 New Chandigarh","New Chandigarh, Chandigarh","3 days ago"
"","₹ 40,000","3 BHK - 2 Bathroom - 1481 sqft","3 BHK Ready to Move","Sector 88, Mohali","3 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1481-sq-ft-in-sector-88-mohali-iid-1847604832","₹ 40,000","3 BHK - 2 Bathroom - 1481 sqft","3 BHK Ready to Move","Sector 88, Mohali","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"","₹ 22,000","2 BHK - 2 Bathroom - 00 sqft","2 bhk fully furnished for family 300 Unit free","Sector 78, Mohali","",""
"","₹ 21,000","2 BHK - 2 Bathroom - 2400 sqft","2 BHK Fully Furnished home for Rent","Sector 71, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-2400-sq-ft-in-sector-71-mohali-iid-1848405937"
"","₹ 5,000","4+ BHK - 3 Bathroom - 1800 sqft","Tolet Girls PG","Sector 60, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-1800-sq-ft-in-sector-60-mohali-iid-1847962478"
"","₹ 24,000","1 BHK - 1 Bathroom - 850 sqft","1.5  bhk fully furnished AC accomodation","Sector 61, Mohali","",""
"","₹ 14,000","2 BHK - 1 Bathroom - 1200 sqft","2 room set non AC for boys only phase 7 independent","Industrial Area Phase 7, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1200-sq-ft-in-industrial-area-phase-7-mohali-iid-1847210287"
"","₹ 17,000","1 BHK - 1 Bathroom - 1600 sqft","1bhk independent for girls only sector 70 mohali","Sector 70, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-independent-builder-floors-1600-sq-ft-in-sector-70-mohali-iid-1847209848"
"","₹ 18,000","2 BHK - 1 Bathroom - 1500 sqft","Independent 2 room fully furnished for students working","Sector 41D, Chandigarh","","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-sector-41d-chandigarh-iid-1848404483"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1290-sq-ft-in-sector-88-mohali-iid-1847201993","₹ 40,000","2 BHK - 2 Bathroom - 1290 sqft","2+1 BHK Fully Furnished","Sector 88, Mohali","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-600-sq-ft-in-sector-37d-chandigarh-iid-1840263076","₹ 16,000","2 BHK - 1 Bathroom - 600 sqft","Two room set","Sector 37D, Chandigarh","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"","₹ 49,999","3 BHK - 3 Bathroom - 2100 sqft","3bhk Cannaught residency flat available for rent","Sector 74, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2100-sq-ft-in-sector-74-mohali-iid-1848396101"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-38-west-chandigarh-iid-1840265727","₹ 30,000","2 BHK - 2 Bathroom - 1000 sqft","2bhk ground  floor","Sector 38 West, Chandigarh","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"","₹ 16,000","2 BHK - 1 Bathroom - 1500 sqft","Two room set furnished working boy only","Sector 61, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-sector-61-mohali-iid-1848394794"
"","₹ 14,000","4 BHK - 4 Bathroom - 1000 sqft","5 pg rooms are available","Landran, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-1000-sq-ft-in-landran-mohali-iid-1848394661"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1661-sq-ft-in-sector-88-mohali-iid-1847200965","₹ 45,000","3 BHK - 3 Bathroom - 1661 sqft","3 BHK+Store  Ready to Move","Sector 88, Mohali","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"","₹ 21,500","1 BHK - 1 Bathroom - 2150 sqft","1bhk furnished house floor available for rent sector 85 wave estate","Sector 85, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-2150-sq-ft-in-sector-85-mohali-iid-1846307086"
"","₹ 25,000","3 BHK - 2 Bathroom - 1640 sqft","Silver birch flat available Ff for rent.","New Chandigarh, Chandigarh","","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1640-sq-ft-in-new-chandigarh-chandigarh-iid-1847496655"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-1950-sq-ft-in-sector-88-mohali-iid-1847198963","₹ 65,000","4 BHK - 4 Bathroom - 1950 sqft","3+1 BHK with Servant Room","Sector 88, Mohali","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1565-sq-ft-in-sector-88-mohali-iid-1846807074","₹ 43,000","3 BHK - 3 Bathroom - 1565 sqft","3 BHK Semi Furnished","Sector 88, Mohali","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"","₹ 41,999","3 BHK - 3 Bathroom - 2100 sqft","3bhk Joy Smart Homes semi Furnished flat available for rent","Sector 85, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2100-sq-ft-in-sector-85-mohali-iid-1844937871"
"","₹ 18,999","1 BHK - 1 Bathroom - 2100 sqft","1bhk fully furnished flat available for rent","Sector 79, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-2100-sq-ft-in-sector-79-mohali-iid-1844823414"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1661-sq-ft-in-sector-88-mohali-iid-1846806420","₹ 44,000","3 BHK - 3 Bathroom - 1661 sqft","3 BHK Ready to Move","Sector 88, Mohali","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"","₹ 5,500","1 BHK - 1 Bathroom - 150 sqft","Suitable for single girl near school hospital super market etc","Phase 1, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-150-sq-ft-in-phase-1-mohali-iid-1848390718"
"","₹ 9,500","1 BHK - 1 Bathroom - 500 sqft","ONE ROOM SET FOR RENT SECTOR 41A","Sector 41A, Chandigarh","","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-500-sq-ft-in-sector-41a-chandigarh-iid-1841628314"
"","₹ 55,000","3 BHK - 3 Bathroom - 2000 sqft","For Rent 3BHK FIRST Floor Renovated 14 Marla Sector 40","Sector 40B, Chandigarh","","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2000-sq-ft-in-sector-40b-chandigarh-iid-1848386842"
"","₹ 30,000","3 BHK - 3 Bathroom - 1800 sqft","Newly 3BHK for rent on Kharar kurali Highway","Kurali Chandigarh Rd, Kharar","","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1800-sq-ft-in-kurali-chandigarh-rd-kharar-iid-1847325784"
"","₹ 2,600","1 BHK - 1 Bathroom - 300 sqft","Need Girl Roommate","Sector 78, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-300-sq-ft-in-sector-78-mohali-iid-1848375944"
"","₹ 13,500","2 BHK - 2 Bathroom - 2000 sqft","1room 2room 3room fully furnished owner free ground floor and first fl","Sector 59, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-2000-sq-ft-in-sector-59-mohali-iid-1848383739"
"","₹ 26,000","3 BHK - 2 Bathroom - 3500 sqft","3bhk( ground floor 79 sector)","Sector 79, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-individual-house-villa-3500-sq-ft-in-sector-79-mohali-iid-1845996696"
"","₹ 57,000","3 BHK - 2 Bathroom - 00 sqft","3 bhk flat available on rent","Sector 88, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-00-sq-ft-in-sector-88-mohali-iid-1846795742"
"","₹ 32,000","2 BHK - 2 Bathroom - 1800 sqft","2bhk ( near 3b2 markit )","Sector 60 Phase 3B2, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-individual-house-villa-1800-sq-ft-in-sector-60-phase-3b2-mohali-iid-1845993258"
"","₹ 25,500","2 BHK - 2 Bathroom - 1600 sqft","2bhk fully furnishd ( housefed complex)","Sector 79, Mohali","",""
"","₹ 25,000","2 BHK - 2 Bathroom - 100 sqft","2bhk Owner free fully furnished flat in housefed","Sector 79, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100-sq-ft-in-sector-79-mohali-iid-1848379264"
"","₹ 9,000","","ONE ROOM SET FOR RENT SECTOR 41A","Sector 41A, Chandigarh","","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-500-sq-ft-in-sector-41a-chandigarh-iid-1841626436"
"","₹ 21,000","1 BHK - 1 Bathroom - 1000 sqft","1 Bedroom with Hall Furnished in Phase 7, Mohali","Sector 61, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1000-sq-ft-in-sector-61-mohali-iid-1846986661"
"","₹ 35,000","2 BHK - 2 Bathroom - 2700 sqft","2 BHK semi furnished House floor sector 79","Sector 79, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-2700-sq-ft-in-sector-79-mohali-iid-1846391263"
"","₹ 20,000","2 BHK - 2 Bathroom - 1000 sqft","2bhk (4 marla house ) phase 2","Sector 56, Mohali","","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-56-mohali-iid-1846790548"
