"_1DNjI href","_3vnjf src","_2Ks63","YBbhy","_2poNJ","_2VQu4","_2jcGx"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1650-sq-ft-in-sector-116-mohali-iid-1848260335","https://apollo.olx.in/v1/files/xwnvv9j3fww73-IN/image;s=150x0;q=50;f=webp;","₹ 25,000","3 BHK - 3 Bathroom - 1650 sqft","3 BHK FLAT FOR RENT  GOLD HOMES","Sector 116, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-2500-sq-ft-in-sector-88-mohali-iid-1847942487","https://apollo.olx.in/v1/files/k3wznjr58me91-IN/image;s=150x0;q=50;f=webp;","₹ 32,999","2 BHK - 2 Bathroom - 2500 sqft","2bhk purab Premium flat fully furnished available for rent","Sector 88, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2050-sq-ft-in-sector-99-mohali-iid-1847942768","https://apollo.olx.in/v1/files/7gdsppxqg9bp1-IN/image;s=150x0;q=50;f=webp;","₹ 64,999","3 BHK - 3 Bathroom - 2050 sqft","3bhk Noble Willasa fully furnished flat available for rent","Sector 99, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1750-sq-ft-in-sector-99-mohali-iid-1847943035","https://apollo.olx.in/v1/files/20iccwm5gxcj1-IN/image;s=150x0;q=50;f=webp;","₹ 35,000","3 BHK - 3 Bathroom - 1750 sqft","3bhk wave Avenue Fully Furnished flat available for rent","Sector 99, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-3300-sq-ft-in-sector-88-mohali-iid-1847943453","https://apollo.olx.in/v1/files/wll1bh5zdzl51-IN/image;s=150x0;q=50;f=webp;","₹ 38,000","3 BHK - 2 Bathroom - 3300 sqft","3bhk Purab Premium fully furnished available for rent","Sector 88, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2100-sq-ft-in-sector-92-mohali-iid-1847943870","https://apollo.olx.in/v1/files/2m3g3tydqb8t3-IN/image;s=150x0;q=50;f=webp;","₹ 38,999","3 BHK - 3 Bathroom - 2100 sqft","3bhk fully furnished flat available for rent","Sector 92, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-2200-sq-ft-in-patti-sohana-290-mohali-iid-1848257682","https://apollo.olx.in/v1/files/gddbito6kzyh2-IN/image;s=150x0;q=50;f=webp;","₹ 30,000","4 BHK - 3 Bathroom - 2200 sqft","Floor for Rent","Patti Sohana 290, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1800-sq-ft-in-sector-89-mohali-iid-1848171673","","₹ 18,400","1 BHK - 1 Bathroom - 1800 sqft","Furnished 1bhk, Sector 89, Mohali","Sector 89, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1000-sq-ft-in-sector-91-mohali-iid-1846870504","https://apollo.olx.in/v1/files/i65e1lj5ak6v-IN/image;s=150x0;q=50;f=webp;","₹ 14,500","1 BHK - 1 Bathroom - 1000 sqft","1Room available for girl in 2 bhk","Sector 91, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1250-sq-ft-in-sambalki-village-mohali-iid-1848256543","","₹ 22,000","2 BHK - 2 Bathroom - 1250 sqft","2bhk park facing floor in gated sector 85, Mohali","Sambalki Village, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-111-sq-ft-in-sector-116-mohali-iid-1848253250","https://apollo.olx.in/v1/files/v4rrmuvbqh142-IN/image;s=150x0;q=50;f=webp;","₹ 5,500","1 BHK - 1 Bathroom - 111 sqft","Looking for a roommate (male)","Sector 116, Mohali","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-10000-sq-ft-in-sector-126-kharar-iid-1848252880","https://apollo.olx.in/v1/files/e7ouak50cnl32-IN/image;s=150x0;q=50;f=webp;","₹ 12,000","2 BHK - 2 Bathroom - 10000 sqft","2bhk flat in kharar near cu","Sector 126, Kharar","4 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-250-sq-ft-in-sector-88-mohali-iid-1848239483","https://apollo.olx.in/v1/files/maldaahstyxq-IN/image;s=150x0;q=50;f=webp;","₹ 17,000","1 BHK - 1 Bathroom - 250 sqft","Private Furnished Room with Attached Washroom for Girls","Sector 88, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-250-sq-ft-in-sector-89-mohali-iid-1848238563","","₹ 12,250","1 BHK - 1 Bathroom - 250 sqft","1 BHK available in 2Bhk Looking for 1 girl or 2 girls for this room","Sector 89, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-0-sq-ft-in-sector-61-mohali-iid-1844515182","","₹ 9,500","1 BHK - 1 Bathroom - 0 sqft","only for small family 5k secuity one room set or1rk or single room set","Sector 61, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-150-sq-ft-in-sector-69-mohali-iid-1848233632","","₹ 10,000","2 BHK - 1 Bathroom - 150 sqft","2 Room set park facing best suited for doctors , teachers and student","Sector 69, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-2250-sq-ft-in-sector-70-mohali-iid-1848233436","","₹ 12,000","1 BHK - 1 Bathroom - 2250 sqft","Independent Room  available for girls only","Sector 70, Mohali","5 days ago"
"","","₹ 18,500","1 BHK - 1 Bathroom - 1800 sqft","1bhk semi-furnished","Sector 88, Mohali","5 days ago"
"","","₹ 24,999","2 BHK - 2 Bathroom - 2488 sqft","2bhk semi - furnished flat for rent","Sector 88, Mohali","5 days ago"
"","","₹ 25,500","2 BHK - 2 Bathroom - 1250 sqft","Owner free 2bhk for rent","Sector 80, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1-sq-ft-in-sohana-village-mohali-iid-1848230815","","₹ 4,000","1 BHK - 1 Bathroom - 1 sqft","Need Female Flatmate","Sohana Village, Mohali","5 days ago"
"","","₹ 10,000","1 BHK - 1 Bathroom - 50 sqft","Small  family","Desu Majra, Kharar","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-3000-sq-ft-in-sector-79-mohali-iid-1848224628","","₹ 24,000","2 BHK - 2 Bathroom - 3000 sqft","2 BHK House Owner Free","Sector 79, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-66-mohali-iid-1848219379","","₹ 9,000","2 BHK - 1 Bathroom - 1000 sqft","1 Room for Girl Available in 2 Bhk","Sector 66, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-50-sq-ft-in-phase-1-mohali-iid-1847796069","","₹ 6,000","1 BHK - 1 Bathroom - 50 sqft","One room set","Phase 1, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-sector-70-mohali-iid-1848213861","","₹ 25,000","2 BHK - 2 Bathroom - 1500 sqft","MIG Super Independent","Sector 70, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-250-sq-ft-in-sector-118-mohali-iid-1848211916","","₹ 18,000","2 BHK - 2 Bathroom - 250 sqft","Need one flatmate in 2bhk fully furnished boy/girl","Sector 118, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1000-sq-ft-in-phase-1-mohali-iid-1848211162","","₹ 18,000","1 BHK - 1 Bathroom - 1000 sqft","Two Rooms Kitchen Bathroom set. First floor. Furnished. Independent","Phase 1, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-sector-60-phase-3b2-mohali-iid-1848208505","","₹ 25,000","2 BHK - 2 Bathroom - 1500 sqft","Two Bedroom Hall Kitchen 2 Washroom set. First floor. Independent 2BHK","Sector 60 Phase 3B2, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-sector-51-chandigarh-iid-1848204274","","₹ 26,000","2 BHK - 2 Bathroom - 1500 sqft","2BHK Flat for rent. Two bedroom hall flat. Attached washrooms. First F","Sector 51, Chandigarh","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-950-sq-ft-in-sector-80-mohali-iid-1848182054","","₹ 30,000","2 BHK - 2 Bathroom - 950 sqft","Fully Furnished 2BHK @ 2nd Floor- Pure Veg Family Only","Sector 80, Mohali","5 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-800-sq-ft-in-sector-39b-chandigarh-iid-1847861283","₹ 10,000","1 BHK - 1 Bathroom - 800 sqft","One room available  for rent in sec 39 B chd","Sector 39B, Chandigarh","Jun 29"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-2000-sq-ft-in-sector-66b-mohali-iid-1846761750","₹ 18,000","2 BHK - 2 Bathroom - 2000 sqft","2bhk newly built on new airport road sector 66b IT city, Rurka, Mohali","Sector 66B, Mohali","Jun 29"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1080-sq-ft-in-sector-38b-chandigarh-iid-1847856796","₹ 35,000","2 BHK - 2 Bathroom - 1080 sqft","Independent 2 bedroom Drawing room sec 38","Sector 38B, Chandigarh","Jun 29"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-independent-builder-floors-900-sq-ft-in-sector-15b-chandigarh-iid-1845966263","₹ 25,015","2 BHK - 1 Bathroom - 900 sqft","Only girls independent 2 bed rooms  kitchen washroom in 15, Chandigarh","Sector 15B, Chandigarh","Jun 29"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1300-sq-ft-in-sector-125-mohali-iid-1847849906","₹ 24,500","2 BHK - 1 Bathroom - 1300 sqft","Ground Floor, Fully Furnished 2 Br, Cheap Price, AC, Park, Airport Rd","Sector 125, Mohali","Jun 29"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-750-sq-ft-in-khanpur-kharar-iid-1847846705","₹ 12,500","1 BHK - 1 Bathroom - 750 sqft","It is a 1bhk fully furnished flat ground floor it is well maintained","Khanpur, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-980-sq-ft-in-sector-12-chandigarh-iid-1808761398","₹ 7,000","1 BHK - 1 Bathroom - 980 sqft","One bed room set near PGI Chandigarh PEC Punjab university Chandigarh","Sector 12, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1000-sq-ft-in-sector-12-chandigarh-iid-1844720066","₹ 7,000","1 BHK - 1 Bathroom - 1000 sqft","One bed room with Bath kitchen near PGI & Punjab University Chandigarh","Sector 12, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-900-sq-ft-in-janta-nagar-kharar-iid-1847823926","₹ 19,000","2 BHK - 2 Bathroom - 900 sqft","Fully furnished 2 BHK for rent in gated society","Janta Nagar, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-500-sq-ft-in-khanpur-kharar-iid-1847835655","₹ 8,000","1 BHK - 1 Bathroom - 500 sqft","For girls and boys and small family","Khanpur, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1400-sq-ft-in-sector-15-kharar-iid-1847371787","₹ 25,000","3 BHK - 3 Bathroom - 1400 sqft","Independent House for Rent – Dashmesh Nagar, Sector 15, Kharar","Sector 15, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1200-sq-ft-in-airport-road-zirakpur-iid-1847826532","₹ 21,000","2 BHK - 2 Bathroom - 1200 sqft","Govt fitted electricity connection available at the apartment","Airport Road, Zirakpur","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-500-sq-ft-in-khanpur-kharar-iid-1847823337","₹ 10,000","1 BHK - 1 Bathroom - 500 sqft","1 room with bathroom, almirah, air conditioner, fridge","Khanpur, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-sunny-enclave-kharar-iid-1847823034","₹ 12,000","2 BHK - 1 Bathroom - 900 sqft","Two room set for rent in sunny enclave","Sunny Enclave, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-mundi-kharar-ward-no-4-kharar-iid-1847816369","₹ 16,000","2 BHK - 2 Bathroom - 1000 sqft","Room for rent ( for family only)","Mundi Kharar Ward No 4, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-sector-115-kharar-iid-1847815591","₹ 22,000","2 BHK - 2 Bathroom - 1000 sqft","People for rent","Sector 115, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1200-sq-ft-in-khanpur-kharar-iid-1847815280","₹ 24,000","2 BHK - 2 Bathroom - 1200 sqft","Near Chandigarh University On main ludhiana Chandigarh Highway","Khanpur, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1000-sq-ft-in-khanpur-kharar-iid-1847812630","₹ 23,000","3 BHK - 3 Bathroom - 1000 sqft","3bhk available for rent in 23k","Khanpur, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-100-sq-ft-in-sector-22c-chandigarh-iid-1847315501","₹ 15,000","1 BHK - 1 Bathroom - 100 sqft","One Room for girls with food","Sector 22C, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1800-sq-ft-in-jtpl-township-kharar-iid-1847800659","₹ 21,000","3 BHK - 3 Bathroom - 1800 sqft","3BHK SPACIOUS FLAT AVAILABLE","JTPL Township, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-250-sq-ft-in-sector-127-mohali-iid-1847778110","₹ 5,500","1 BHK - 1 Bathroom - 250 sqft","Needed a female Roomate location: sec127 Shivalik society","Sector 127, Mohali","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-khanpur-kharar-iid-1847603962","₹ 18,000","2 BHK - 2 Bathroom - 1500 sqft","2BHK for rent Modern valley Kharar","Khanpur, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-450-sq-ft-in-khanpur-kharar-iid-1846292812","₹ 13,000","1 BHK - 1 Bathroom - 450 sqft","A very good 1 bhk in well maintaine condition","Khanpur, Kharar","Jun 28"
"","₹ 14,000","","Fully furnished flat 1BHK available for rent","Sector 115, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-150-sq-ft-in-kharar-punjab-iid-1847542788","₹ 10,000","2 BHK - 2 Bathroom - 150 sqft","Properties for rent","Kharar, Punjab","Jun 28"
"","₹ 60,000","3 BHK - 3 Bathroom - 1720 sqft","3bhk 66 B Ambika La Parision society","Sector 66B, Mohali","Jun 28"
"","₹ 20,000","1 BHK - 1 Bathroom - 520 sqft","1bhk 66B furnished independent for everyone","Sector 66B, Mohali","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1350-sq-ft-in-sector-124-mohali-iid-1847785399","₹ 16,000","2 BHK - 2 Bathroom - 1350 sqft","2 bhk for Rent","Sector 124, Mohali","Jun 28"
"","₹ 16,000","1 BHK - 1 Bathroom - 520 sqft","1 bhk furnished independent sec 115 everyone","Sector 115, Mohali","Jun 28"
"","₹ 16,000","1 BHK - 1 Bathroom - 550 sqft","1 bhk furnished independent sec 115","Sector 115, Mohali","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-38-west-chandigarh-iid-1847782164","₹ 24,000","2 BHK - 2 Bathroom - 1000 sqft","Independent flat for rent","Sector 38 West, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-2150-sq-ft-in-bakarpur-264-mohali-iid-1847778901","₹ 40,000","3 BHK - 3 Bathroom - 2150 sqft","3bhk full furnished individual house for rent in aerocity","Bakarpur 264, Mohali","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-125-sq-ft-in-janta-nagar-kharar-iid-1847778237","₹ 12,000","2 BHK - 2 Bathroom - 125 sqft","Two room set khichen 2 washroom","Janta Nagar, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1395-sq-ft-in-sector-115-kharar-iid-1847776801","₹ 34,000","3 BHK - 3 Bathroom - 1395 sqft","BIG SIZE 3BHK FULLY FURNISHED FLAT FOR RENT","Sector 115, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-650-sq-ft-in-mandi-kharar-kharar-iid-1844152350","₹ 7,000","1 BHK - 1 Bathroom - 650 sqft","1RK STUDIO APARTMENT AVAILABLE FOR RENT IN GILLCO VALLEY NEAR FLYOVER","Mandi Kharar, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-sector-127-mohali-iid-1847764825","₹ 12,000","2 BHK - 2 Bathroom - 1000 sqft","2BHK Available For Rent","Sector 127, Mohali","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1234-sq-ft-in-mander-nagar-kharar-iid-1847315722","₹ 13,000","1 BHK - 1 Bathroom - 1234 sqft","1bhk flat at manav enclave near mander nagar call for more photos vdo","Mander Nagar, Kharar","Jun 28"
"","₹ 17,000","1 BHK - 1 Bathroom - 500 sqft","One room set","Sector 36A, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-920-sq-ft-in-sector-37d-chandigarh-iid-1846224462","₹ 18,500","1 BHK - 1 Bathroom - 920 sqft","Well lit clean two room set with kitchen bath and verandah","Sector 37D, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100-sq-ft-in-sector-49b-chandigarh-iid-1846099745","₹ 15,000","2 BHK - 1 Bathroom - 100 sqft","Independent fully furnished 2 room set in sec 49d","Sector 49B, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-920-sq-ft-in-sector-37d-chandigarh-iid-1846224462","₹ 18,500","1 BHK - 1 Bathroom - 920 sqft","Well lit clean two room set with kitchen bath and verandah","Sector 37D, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100-sq-ft-in-sector-49b-chandigarh-iid-1846099745","₹ 15,000","2 BHK - 1 Bathroom - 100 sqft","Independent fully furnished 2 room set in sec 49d","Sector 49B, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100-sq-ft-in-sector-49b-chandigarh-iid-1846584182","₹ 15,000","2 BHK - 1 Bathroom - 100 sqft","Independent owner free 2 room set in sec 49","Sector 49B, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-49b-chandigarh-iid-1847760653","₹ 30,000","2 BHK - 2 Bathroom - 1000 sqft","2BHK Flat. Furnished. First floor. Independent portion. Ownerfree","Sector 49B, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100-sq-ft-in-sector-49b-chandigarh-iid-1847271526","₹ 15,000","2 BHK - 1 Bathroom - 100 sqft","Independent furnished 2 room set in Sector 49d","Sector 49B, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-20a-chandigarh-iid-1847760494","₹ 22,000","2 BHK - 1 Bathroom - 1000 sqft","Two Rooms Kitchen Bathroom set. Furnished. Independent set","Sector 20A, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-200-sq-ft-in-khanpur-kharar-iid-1647445034","₹ 6,000","1 BHK - 1 Bathroom - 200 sqft","Independent room in kharar","Khanpur, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-750-sq-ft-in-sector-125-mohali-iid-1847759736","₹ 7,500","1 BHK - 1 Bathroom - 750 sqft","1 room set fully indipendent at Kharar Mohali","Sector 125, Mohali","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1150-sq-ft-in-shivalik-city-kharar-iid-1847759613","₹ 14,000","2 BHK - 2 Bathroom - 1150 sqft","2BHK Room For Rent","Shivalik City, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-550-sq-ft-in-sector-127-mohali-iid-1847756329","₹ 11,500","1 BHK - 1 Bathroom - 550 sqft","Independent floor","Sector 127, Mohali","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1080-sq-ft-in-khanpur-kharar-iid-1847751791","₹ 27,000","3 BHK - 2 Bathroom - 1080 sqft","Independent House for Rent","Khanpur, Kharar","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-120-sq-ft-in-sector-49b-chandigarh-iid-1847750729","₹ 11,000","1 BHK - 1 Bathroom - 120 sqft","Single room with bathroom and balcony  attached is available","Sector 49B, Chandigarh","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-3000-sq-ft-in-sector-123-mohali-iid-1847748672","₹ 13,000","3 BHK - 2 Bathroom - 3000 sqft","Private Room in 3BHK  Huge Balcony  Airport Road","Sector 123, Mohali","Jun 28"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-mundi-kharar-ward-no-3-kharar-iid-1847741704","₹ 24,000","2 BHK - 2 Bathroom - 1000 sqft","1bhk 2bhk 3bhk available for rent","Mundi Kharar Ward No 3, Kharar","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-2250-sq-ft-in-sector-20d-chandigarh-iid-1847741785","₹ 26,000","2 BHK - 2 Bathroom - 2250 sqft","TOP FLOOR FOR RENT","Sector 20D, Chandigarh","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-flats-apartments-610-sq-ft-in-sector-37b-chandigarh-iid-1847741259","₹ 15,000","1 BHK - 1 Bathroom - 610 sqft","1BHK In Sector 37B","Sector 37B, Chandigarh","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-175-sq-ft-in-khanpur-kharar-iid-1847338095","₹ 6,000","4+ BHK - 4+ Bathroom - 175 sqft","1rk or flats( in your budget)check description for all information","Khanpur, Kharar","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1100-sq-ft-in-swaraj-nagar-kharar-iid-1847110232","₹ 9,000","1 BHK - 1 Bathroom - 1100 sqft","House for rent","Swaraj Nagar, Kharar","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1000-sq-ft-in-sector-32c-chandigarh-iid-1847360071","₹ 7,500","1 BHK - 1 Bathroom - 1000 sqft","Rent house sector 32 c","Sector 32C, Chandigarh","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1035-sq-ft-in-khanpur-kharar-iid-1847632357","₹ 24,000","3 BHK - 2 Bathroom - 1035 sqft","3BHK Apartment for rent-2 Rooms available for girls.","Khanpur, Kharar","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1400-sq-ft-in-sector-37a-chandigarh-iid-1841242854","₹ 35,000","2 BHK - 1 Bathroom - 1400 sqft","2bhk in 37A chandigarh","Sector 37A, Chandigarh","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1500-sq-ft-in-shivalik-city-kharar-iid-1847732193","₹ 16,000","2 BHK - 2 Bathroom - 1500 sqft","2 BHK FOR RENT","Shivalik City, Kharar","Jun 27"
"","₹ 90,000","3 BHK - 3 Bathroom - 2550 sqft","3 Bhk ultra luxury flat available for Rent in Mohali","Sector 82, Mohali","Jun 27"
"","₹ 65,000","3 BHK - 3 Bathroom - 2250 sqft","3 Bhk fully furnished flat available for rent on airport road","Airport Road, Zirakpur","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1200-sq-ft-in-sector-15-kharar-iid-1847720322","₹ 15,000","2 BHK - 2 Bathroom - 1200 sqft","2 BHK for Rent in Janta Nagar Kharar","Sector 15, Kharar","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-127-mohali-iid-1847718154","₹ 21,000","2 BHK - 2 Bathroom - 1000 sqft","2 bhk fully furnished...bachelor allow.pets not allowed","Sector 127, Mohali","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1550-sq-ft-in-sector-123-mohali-iid-1845674660","₹ 20,000","2 BHK - 2 Bathroom - 1550 sqft","2BHK (OWNER FREE) FLAT AVAILABLE SECTOR 123 NEW SUNNY ENCLAVE","Sector 123, Mohali","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100-sq-ft-in-guru-teg-bahadur-nagar-kharar-iid-1847714232","₹ 8,000","2 BHK - 2 Bathroom - 100 sqft","Two spacious 2 rooms with 2 washrooms attached","Guru Teg Bahadur Nagar, Kharar","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-900-sq-ft-in-shivalik-city-kharar-iid-1847203014","₹ 14,000","2 BHK - 1 Bathroom - 900 sqft","Ground floor Individual house rent","Shivalik City, Kharar","Jun 27"
"","₹ 26,000","2 BHK - 2 Bathroom - 1280 sqft","2bhk ludhaiana road near GGS college","Khanpur, Kharar","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-sector-49b-chandigarh-iid-1847702731","₹ 25,000","2 BHK - 2 Bathroom - 1500 sqft","Owner free Prime location 2bhk Semi furnished Flat for Rent in 49D Chd","Sector 49B, Chandigarh","Jun 27"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1250-sq-ft-in-sunny-enclave-kharar-iid-1847698851","₹ 14,500","1 BHK - 1 Bathroom - 1250 sqft","1Bhk available flat Furnished In Gillco Valey","Sunny Enclave, Kharar","Jun 27"
